file,label,review_length,avg_word_length,char length,total_ADJS,total_VERBS,total_NOUNS,. count,! count,? count,TTR
10096_7.txt,P,324,4.321,1670,0.114,0.049,0.225,0.014,0,0,0.667
10097_9.txt,P,299,4.201,1497,0.084,0.07,0.177,0.009,0,0.001,0.662
10098_10.txt,P,162,4.049,801,0.056,0.043,0.142,0.01,0,0,0.669
10099_10.txt,P,582,3.966,2814,0.069,0.115,0.174,0.006,0.001,0,0.578
1009_8.txt,P,250,4.208,1276,0.052,0.12,0.144,0.01,0,0,0.647
100_7.txt,P,417,4.492,2209,0.07,0.065,0.237,0.005,0,0,0.644
10100_10.txt,P,214,3.995,1047,0.051,0.098,0.136,0.012,0,0,0.658
10101_8.txt,P,66,4.515,351,0.061,0.136,0.288,0.011,0,0,0.945
10102_7.txt,P,182,3.775,849,0.071,0.099,0.132,0.008,0,0,0.628
10103_8.txt,P,138,3.79,638,0.043,0.072,0.203,0.011,0,0,0.693
10104_10.txt,P,305,4.056,1510,0.052,0.085,0.161,0.011,0,0,0.58
10105_8.txt,P,441,4.118,2209,0.059,0.091,0.204,0.008,0.001,0,0.615
10106_8.txt,P,314,4.347,1636,0.051,0.086,0.207,0.01,0,0,0.593
10107_8.txt,P,408,4.65,2250,0.081,0.071,0.172,0.011,0,0,0.616
10108_10.txt,P,212,4.156,1067,0.066,0.075,0.222,0.013,0.004,0,0.707
10109_10.txt,P,124,4.556,668,0.081,0.081,0.169,0.015,0,0,0.733
1010_10.txt,P,250,3.928,1203,0.064,0.092,0.152,0.009,0.002,0.001,0.634
10110_10.txt,P,226,3.894,1076,0.049,0.075,0.252,0.009,0,0.002,0.667
10111_7.txt,P,165,4.048,807,0.048,0.055,0.188,0.01,0,0,0.655
10112_7.txt,P,258,3.872,1219,0.05,0.081,0.143,0.015,0,0.002,0.678
10113_10.txt,P,580,4.226,2962,0.076,0.078,0.184,0.007,0,0,0.526
10114_10.txt,P,193,3.922,915,0.041,0.073,0.161,0.009,0,0,0.697
10115_10.txt,P,123,4.089,614,0.049,0.089,0.171,0.013,0,0,0.632
10116_10.txt,P,122,4.311,635,0.107,0.098,0.148,0.013,0.002,0,0.673
10117_8.txt,P,181,4.055,890,0.044,0.094,0.182,0.008,0,0,0.724
10118_7.txt,P,159,3.692,728,0.069,0.094,0.132,0.008,0.003,0,0.638
10119_7.txt,P,259,4.112,1285,0.085,0.089,0.17,0.005,0.002,0,0.694
1011_10.txt,P,213,3.244,835,0.061,0.08,0.099,0.016,0.04,0,0.674
10120_7.txt,P,366,4.402,1933,0.085,0.117,0.153,0.007,0,0,0.601
10121_8.txt,P,187,4.134,943,0.102,0.059,0.203,0.011,0,0,0.679
10122_7.txt,P,158,4.228,810,0.089,0.076,0.152,0.009,0,0,0.719
10123_10.txt,P,229,4.026,1132,0.066,0.092,0.179,0.008,0,0.003,0.659
10124_8.txt,P,785,3.992,3762,0.071,0.084,0.189,0.005,0,0,0.527
10125_8.txt,P,271,3.982,1315,0.063,0.063,0.162,0.008,0,0,0.578
10126_10.txt,P,357,4.129,1792,0.076,0.101,0.132,0.008,0,0,0.595
10127_8.txt,P,233,3.781,1079,0.043,0.094,0.112,0.009,0.004,0,0.599
10128_9.txt,P,397,4.139,1983,0.081,0.058,0.101,0.004,0.003,0.001,0.574
10129_7.txt,P,173,3.665,768,0.035,0.087,0.145,0.012,0.007,0.004,0.722
1012_10.txt,P,357,4.09,1762,0.048,0.081,0.162,0.008,0.001,0,0.588
10130_10.txt,P,113,4.611,623,0.08,0.08,0.204,0.013,0.002,0,0.776
10131_10.txt,P,151,3.589,671,0.026,0.079,0.139,0.024,0,0.001,0.667
10132_9.txt,P,198,4,951,0.035,0.086,0.141,0.006,0.001,0,0.669
10133_7.txt,P,125,4.168,641,0.072,0.08,0.16,0.008,0.002,0.002,0.682
10134_7.txt,P,743,3.925,3564,0.079,0.098,0.151,0.006,0.001,0,0.547
10135_7.txt,P,170,3.982,817,0.094,0.076,0.159,0.009,0,0,0.686
10136_7.txt,P,226,3.597,984,0.08,0.066,0.15,0.013,0,0,0.61
10137_7.txt,P,478,4.349,2492,0.109,0.079,0.172,0.006,0,0,0.625
10138_8.txt,P,322,4.019,1592,0.022,0.109,0.18,0.009,0,0,0.639
10139_8.txt,P,576,3.776,2672,0.062,0.085,0.144,0.009,0.001,0,0.534
1013_9.txt,P,396,4.581,2142,0.098,0.078,0.157,0.01,0,0,0.599
10140_8.txt,P,461,4.193,2324,0.065,0.085,0.182,0.007,0,0,0.666
10141_9.txt,P,176,3.801,821,0.068,0.08,0.153,0.011,0.004,0,0.72
10142_8.txt,P,175,3.92,838,0.069,0.126,0.166,0.01,0,0,0.719
10143_8.txt,P,225,3.582,990,0.062,0.084,0.169,0.01,0,0.001,0.714
10144_8.txt,P,208,3.947,1005,0.096,0.091,0.173,0.016,0.001,0,0.647
10145_8.txt,P,153,3.667,693,0.046,0.137,0.118,0.025,0,0,0.692
10146_7.txt,P,153,3.444,662,0.072,0.144,0.111,0.02,0,0,0.689
10147_10.txt,P,335,3.77,1557,0.069,0.113,0.107,0.008,0.004,0.001,0.607
10148_10.txt,P,635,3.8,2911,0.052,0.061,0.131,0.008,0,0,0.575
10149_9.txt,P,104,4.01,506,0.087,0.077,0.192,0.008,0.002,0,0.818
1014_9.txt,P,459,4.377,2399,0.076,0.083,0.192,0.006,0,0,0.585
10150_9.txt,P,381,3.769,1768,0.073,0.115,0.118,0.01,0,0.001,0.595
10151_8.txt,P,165,3.739,770,0.067,0.133,0.139,0.014,0,0,0.669
10152_9.txt,P,164,4.226,841,0.067,0.104,0.14,0.011,0,0,0.75
10153_9.txt,P,113,3.54,494,0.088,0.15,0.115,0.026,0.002,0,0.804
10154_8.txt,P,183,3.973,874,0.098,0.082,0.137,0.01,0,0,0.604
10155_9.txt,P,173,3.838,808,0.087,0.081,0.127,0.014,0.002,0.001,0.723
10156_10.txt,P,192,4.521,1040,0.089,0.115,0.161,0.007,0.004,0,0.693
10157_10.txt,P,87,3.782,402,0.103,0.092,0.138,0.022,0,0.002,0.773
10158_7.txt,P,128,3.859,603,0.047,0.086,0.133,0.023,0,0,0.742
10159_7.txt,P,135,4.015,665,0.067,0.081,0.163,0.011,0,0,0.775
1015_10.txt,P,151,3.656,684,0.053,0.086,0.159,0.01,0.001,0,0.71
10160_7.txt,P,136,3.603,603,0.088,0.096,0.118,0.012,0,0,0.739
10161_9.txt,P,480,3.929,2275,0.085,0.079,0.142,0.012,0,0,0.68
10162_9.txt,P,178,3.472,762,0.067,0.101,0.135,0.017,0,0.003,0.717
10163_8.txt,P,137,4.219,700,0.058,0.08,0.175,0.014,0,0,0.667
10164_7.txt,P,156,4.212,793,0.064,0.083,0.167,0.011,0.001,0,0.74
10165_7.txt,P,167,3.593,746,0.036,0.078,0.12,0.011,0,0.001,0.634
10166_7.txt,P,183,3.814,854,0.077,0.06,0.148,0.009,0,0,0.654
10167_7.txt,P,238,3.941,1157,0.067,0.101,0.193,0.009,0,0,0.608
10168_8.txt,P,145,3.793,678,0.069,0.138,0.117,0.013,0,0,0.701
10169_7.txt,P,173,3.566,749,0.104,0.081,0.087,0.017,0,0.001,0.664
1016_8.txt,P,144,4.111,723,0.069,0.097,0.132,0.006,0.001,0,0.672
10170_8.txt,P,165,4.497,888,0.085,0.091,0.17,0.005,0.002,0,0.745
10171_7.txt,P,254,3.791,1162,0.039,0.114,0.106,0.012,0.003,0,0.663
10172_8.txt,P,163,4.362,845,0.117,0.086,0.16,0.007,0,0,0.721
10173_8.txt,P,526,4.378,2759,0.082,0.093,0.179,0.009,0,0,0.624
10174_7.txt,P,324,4.015,1573,0.046,0.099,0.17,0.013,0,0,0.627
10175_10.txt,P,193,3.788,891,0.067,0.073,0.166,0.015,0,0.001,0.727
10176_7.txt,P,511,4.104,2517,0.084,0.065,0.16,0.007,0,0,0.605
10177_9.txt,P,467,3.863,2204,0.047,0.084,0.148,0.01,0,0,0.525
10178_10.txt,P,193,3.788,891,0.067,0.073,0.166,0.015,0,0.001,0.727
10179_9.txt,P,187,3.797,864,0.053,0.08,0.166,0.009,0,0,0.706
1017_8.txt,P,197,3.883,914,0.061,0.096,0.147,0.011,0,0,0.715
10180_7.txt,P,308,4.357,1608,0.078,0.11,0.169,0.007,0,0,0.651
10181_8.txt,P,211,3.905,1006,0.038,0.118,0.185,0.007,0.003,0,0.632
10182_8.txt,P,150,4.007,734,0.087,0.06,0.227,0.015,0,0,0.672
10183_7.txt,P,159,3.83,743,0.05,0.088,0.132,0.011,0.001,0,0.729
10184_9.txt,P,738,4.028,3598,0.051,0.091,0.187,0.009,0,0,0.54
10185_10.txt,P,564,4.218,2871,0.073,0.074,0.19,0.008,0,0,0.557
10186_8.txt,P,158,4.101,788,0.057,0.051,0.234,0.011,0,0,0.609
10187_7.txt,P,151,3.589,661,0.046,0.073,0.079,0.012,0,0.002,0.752
10188_8.txt,P,604,4.442,3217,0.108,0.076,0.162,0.009,0,0,0.56
10189_7.txt,P,489,3.834,2293,0.059,0.067,0.166,0.014,0,0,0.542
1018_8.txt,P,63,4.603,341,0.095,0.063,0.175,0.012,0,0,0.94
10190_7.txt,P,581,4.375,3045,0.09,0.062,0.205,0.004,0,0,0.601
10191_10.txt,P,168,4.107,840,0.071,0.083,0.185,0.012,0,0,0.645
10192_8.txt,P,177,4.107,884,0.051,0.113,0.175,0.006,0.003,0,0.717
10193_9.txt,P,689,3.782,3199,0.052,0.074,0.144,0.008,0,0,0.515
10194_10.txt,P,113,4.133,564,0.053,0.097,0.115,0.016,0,0,0.768
10195_8.txt,P,290,3.666,1316,0.069,0.083,0.124,0.008,0,0,0.635
10196_10.txt,P,113,4.221,571,0.071,0.044,0.195,0.005,0.004,0,0.706
10197_7.txt,P,279,4.061,1391,0.082,0.079,0.161,0.011,0,0,0.598
10198_8.txt,P,208,4.154,1028,0.053,0.067,0.154,0.007,0.001,0,0.715
10199_7.txt,P,412,4.002,2020,0.056,0.061,0.175,0.014,0,0,0.614
1019_10.txt,P,1148,4.111,5665,0.047,0.065,0.163,0.008,0,0,0.472
101_8.txt,P,144,4.139,718,0.062,0.111,0.188,0.006,0,0,0.708
10200_10.txt,P,147,3.667,670,0.054,0.095,0.122,0.013,0,0.001,0.697
10201_10.txt,P,158,3.785,733,0.019,0.051,0.19,0.014,0.001,0,0.58
10202_10.txt,P,170,3.847,805,0.071,0.118,0.206,0.011,0,0,0.653
10203_10.txt,P,171,3.602,764,0.088,0.088,0.14,0.016,0,0,0.651
10204_8.txt,P,174,4.184,887,0.052,0.126,0.138,0.012,0,0,0.697
10205_10.txt,P,111,4.315,575,0.063,0.108,0.117,0.024,0.003,0,0.719
10206_10.txt,P,223,3.888,1059,0.04,0.13,0.161,0.01,0.001,0,0.694
10207_10.txt,P,48,4.146,242,0.083,0.083,0.146,0.012,0,0,0.864
10208_7.txt,P,432,4.102,2144,0.046,0.111,0.176,0.009,0,0.002,0.596
10209_7.txt,P,223,4.184,1118,0.067,0.099,0.152,0.004,0,0,0.753
1020_10.txt,P,709,4.205,3615,0.068,0.085,0.185,0.005,0,0,0.475
10210_7.txt,P,225,4.133,1131,0.071,0.098,0.156,0.007,0,0,0.655
10211_7.txt,P,636,4.042,3114,0.063,0.072,0.157,0.01,0,0,0.556
10212_8.txt,P,98,3.806,451,0.133,0.133,0.153,0.011,0.002,0,0.763
10213_8.txt,P,358,4.087,1788,0.056,0.103,0.17,0.008,0,0,0.557
10214_10.txt,P,253,3.759,1164,0.036,0.103,0.13,0.009,0.001,0.002,0.647
10215_10.txt,P,488,3.926,2347,0.051,0.098,0.148,0.013,0,0,0.498
10216_8.txt,P,98,4.898,568,0.061,0.122,0.184,0.005,0,0,0.793
10217_9.txt,P,155,3.935,731,0.052,0.084,0.187,0.008,0,0,0.701
10218_8.txt,P,416,3.793,1936,0.053,0.089,0.154,0.014,0,0.001,0.599
10219_10.txt,P,576,4.068,2800,0.059,0.071,0.191,0.007,0.001,0,0.643
1021_10.txt,P,188,4.106,930,0.08,0.101,0.128,0.006,0,0,0.649
10220_7.txt,P,355,3.907,1691,0.082,0.085,0.152,0.015,0.001,0.001,0.641
10221_8.txt,P,208,4.404,1090,0.096,0.072,0.173,0.014,0,0,0.682
10222_9.txt,P,397,4.254,2045,0.071,0.118,0.131,0.009,0,0,0.618
10223_10.txt,P,257,4.276,1309,0.101,0.097,0.136,0.008,0,0,0.689
10224_10.txt,P,303,3.759,1370,0.073,0.066,0.122,0.012,0.001,0.002,0.667
10225_9.txt,P,89,4.067,440,0.101,0.112,0.169,0.009,0.009,0,0.829
10226_10.txt,P,123,3.642,547,0.049,0.098,0.163,0.007,0.011,0,0.67
10227_10.txt,P,489,4.327,2514,0.129,0.09,0.204,0.004,0.001,0.001,0.714
10228_8.txt,P,550,3.927,2626,0.076,0.073,0.142,0.008,0,0,0.528
10229_8.txt,P,373,3.732,1725,0.072,0.113,0.158,0.005,0.003,0.001,0.598
1022_10.txt,P,169,3.692,777,0.041,0.065,0.112,0.012,0,0,0.614
10230_9.txt,P,241,3.846,1133,0.058,0.087,0.12,0.011,0,0,0.654
10231_10.txt,P,818,4.204,4179,0.075,0.087,0.183,0.004,0,0,0.55
10232_10.txt,P,141,3.603,622,0.099,0.057,0.156,0.008,0,0,0.748
10233_7.txt,P,246,3.76,1132,0.073,0.093,0.15,0.007,0.004,0,0.678
10234_10.txt,P,161,3.988,771,0.062,0.081,0.13,0.009,0.003,0,0.792
10235_8.txt,P,221,4.262,1137,0.077,0.081,0.199,0.011,0,0,0.702
10236_8.txt,P,86,4.616,477,0.081,0.012,0.209,0.01,0,0,0.753
10237_10.txt,P,468,3.786,2164,0.043,0.083,0.132,0.006,0.001,0,0.558
10238_10.txt,P,161,3.714,732,0.087,0.075,0.149,0.007,0,0,0.637
10239_10.txt,P,143,3.552,628,0.063,0.098,0.119,0.013,0,0,0.664
1023_10.txt,P,255,4.161,1291,0.051,0.094,0.157,0.014,0,0.001,0.651
10240_8.txt,P,258,3.891,1197,0.054,0.066,0.155,0.007,0.002,0.003,0.581
10241_8.txt,P,415,3.851,1954,0.077,0.067,0.142,0.01,0.001,0,0.581
10242_8.txt,P,471,3.9,2261,0.053,0.117,0.149,0.013,0,0,0.516
10243_10.txt,P,171,3.515,766,0.064,0.117,0.094,0,0,0,0.543
10244_7.txt,P,220,3.714,985,0.036,0.059,0.114,0.01,0.001,0,0.777
10245_10.txt,P,136,3.949,651,0.103,0.059,0.14,0.011,0.006,0,0.704
10246_10.txt,P,364,3.978,1770,0.06,0.085,0.192,0.011,0,0.001,0.585
10247_10.txt,P,291,3.646,1306,0.052,0.124,0.127,0.008,0.005,0.001,0.638
10248_7.txt,P,299,3.883,1427,0.047,0.134,0.144,0.009,0,0,0.617
10249_7.txt,P,329,4.055,1645,0.052,0.106,0.182,0.009,0,0.001,0.551
1024_9.txt,P,841,4.166,4238,0.037,0.094,0.146,0.013,0,0,0.499
10250_10.txt,P,176,3.75,796,0.051,0.091,0.159,0.008,0,0.001,0.683
10251_10.txt,P,85,3.988,417,0.059,0.094,0.165,0.014,0,0,0.783
10252_9.txt,P,283,3.516,1229,0.039,0.117,0.134,0.01,0.001,0.003,0.678
10253_10.txt,P,149,3.678,677,0.034,0.134,0.154,0.012,0.009,0,0.715
10254_8.txt,P,72,3.556,317,0.083,0.111,0.111,0.019,0.003,0,0.783
10255_9.txt,P,151,3.927,731,0.053,0.086,0.199,0.01,0,0,0.679
10256_8.txt,P,237,4.401,1253,0.089,0.127,0.203,0.006,0,0,0.729
10257_8.txt,P,101,3.644,459,0.069,0.089,0.149,0.011,0,0.002,0.726
10258_10.txt,P,519,3.852,2454,0.044,0.119,0.135,0.015,0,0.001,0.467
10259_8.txt,P,409,4.254,2116,0.073,0.103,0.213,0.007,0,0,0.567
1025_8.txt,P,350,4.386,1839,0.089,0.111,0.163,0.01,0.001,0,0.579
10260_10.txt,P,169,4.136,840,0.089,0.089,0.178,0.006,0.001,0,0.717
10261_8.txt,P,180,3.972,872,0.072,0.1,0.117,0.005,0,0,0.665
10262_10.txt,P,47,3.809,217,0.064,0.021,0.191,0.009,0.005,0,0.868
10263_10.txt,P,315,4.083,1561,0.041,0.079,0.159,0.008,0,0,0.588
10264_10.txt,P,72,4.194,364,0.111,0.083,0.139,0.008,0.008,0,0.75
10265_9.txt,P,80,4.138,397,0.1,0.1,0.212,0.013,0,0,0.809
10266_9.txt,P,143,4.392,762,0.056,0.126,0.196,0.012,0,0.001,0.722
10267_8.txt,P,154,3.76,710,0.058,0.078,0.175,0.01,0,0,0.654
10268_9.txt,P,184,4,888,0.076,0.109,0.141,0.008,0.002,0,0.747
10269_7.txt,P,92,3.967,436,0.109,0.109,0.163,0.011,0.007,0,0.778
1026_9.txt,P,612,4.144,3068,0.044,0.078,0.162,0.013,0,0,0.553
10270_9.txt,P,48,3.896,223,0.104,0.083,0.208,0.009,0,0,0.974
10271_10.txt,P,94,4.043,457,0.043,0.096,0.213,0.007,0.002,0.002,0.825
10272_10.txt,P,132,4.129,669,0.038,0.106,0.174,0.009,0,0.004,0.664
10273_8.txt,P,430,3.951,2080,0.058,0.121,0.186,0.007,0,0,0.541
10274_8.txt,P,133,3.82,624,0.06,0.09,0.143,0.01,0,0.003,0.766
10275_10.txt,P,277,4.014,1355,0.065,0.079,0.162,0.007,0,0,0.619
10276_10.txt,P,151,4.477,817,0.106,0.132,0.146,0.006,0,0.001,0.676
10277_9.txt,P,124,4.113,616,0.065,0.089,0.145,0.015,0,0.003,0.75
10278_7.txt,P,258,4.124,1279,0.058,0.124,0.163,0.009,0.001,0.001,0.709
10279_8.txt,P,188,3.84,882,0.059,0.128,0.165,0.008,0,0,0.698
1027_8.txt,P,363,3.736,1645,0.052,0.088,0.143,0.016,0,0,0.522
10280_10.txt,P,542,3.935,2622,0.055,0.103,0.14,0.01,0,0,0.481
10281_7.txt,P,761,3.781,3512,0.059,0.113,0.147,0.011,0,0.001,0.475
10282_8.txt,P,301,4.076,1486,0.073,0.1,0.156,0.011,0,0,0.643
10283_10.txt,P,364,4.385,1923,0.091,0.063,0.201,0.009,0,0,0.622
10284_9.txt,P,495,4.216,2522,0.071,0.077,0.198,0.007,0,0,0.546
10285_10.txt,P,684,3.808,3160,0.056,0.11,0.126,0.009,0,0,0.539
10286_9.txt,P,292,3.784,1359,0.062,0.11,0.123,0.014,0.001,0.001,0.56
10287_8.txt,P,109,3.771,505,0.055,0.092,0.064,0.016,0,0,0.674
